movieId,title,year,plot,director,cast,awards,runtime,ratings,metascore,imdbRating,imdbVotes,boxOffice,review_1,review_2,review_3,review_4,review_5,review_6,review_7,review_8,review_9,review_10
5945,About Schmidt,2002,"Newly retired from the insurance industry, Omaha native Warren Schmidt embarks on an RV journey to his estranged daughter Jeannie's wedding in Denver Colorado, only to discover more about himself and life than he ever expected.",Alexander Payne,"Jack Nicholson, Hope Davis, Dermot Mulroney",Nominated for 2 Oscars. 25 wins & 71 nominations total,125 min,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.2,"134,680","$65,016,287",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5947,Evelyn,2002,"Desmond's wife leaves him and their 3 kids after Christmas 1953. As he's unemployed in Dublin, the authorities place the kids in orphanages; when he finds a job, he tries to get his kids back.",Bruce Beresford,"Pierce Brosnan, Julianna Margulies, Aidan Quinn",4 wins & 7 nominations,94 min,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,7.0,"7,201","$1,487,645",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5951,Morvern Callar,2002,"After her beloved boyfriend's suicide, a mourning supermarket worker and her best friend hit the road in Scotland, but find that grief is something that you can't run away from forever.",Lynne Ramsay,"Samantha Morton, Kathleen McDermott, Linda McGuire",10 wins & 16 nominations,97 min,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,6.8,"11,301","$267,907",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5954,25th Hour,2002,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",Spike Lee,"Edward Norton, Barry Pepper, Philip Seymour Hoffman",4 wins & 17 nominations,135 min,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.6,"185,980","$13,084,595",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5955,Antwone Fisher,2002,"Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.",Denzel Washington,"Denzel Washington, Derek Luke, Joy Bryant",19 wins & 22 nominations,120 min,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.3,"38,918","$21,078,145",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5956,Gangs of New York,2002,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher; his father's killer.",Martin Scorsese,"Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis",Nominated for 10 Oscars. 50 wins & 135 nominations total,167 min,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.5,"479,844","$77,812,000",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5957,Two Weeks Notice,2002,"A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him.",Marc Lawrence,"Sandra Bullock, Hugh Grant, Alicia Witt",2 wins & 3 nominations,101 min,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.2,"127,743","$93,354,851",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5959,Narc,2002,"When the trail goes cold on a murder investigation of a policeman, an undercover narcotics officer is lured back to the force to help solve the case.",Joe Carnahan,"Ray Liotta, Jason Patric, Chi McBride",1 win & 8 nominations,105 min,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.1,"43,697","$10,465,659",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5961,Blue Steel,1990,A rookie in the police force must engage in a cat-and-mouse game with a pistol-wielding psychopath who becomes obsessed with her.,Kathryn Bigelow,"Jamie Lee Curtis, Ron Silver, Clancy Brown",2 wins & 1 nomination,102 min,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,5.8,"18,384","$8,217,997",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5962,Body of Evidence,1993,A lawyer defends a woman accused of killing her older lover by having sex with him.,Uli Edel,"Madonna, Willem Dafoe, Joe Mantegna",1 win & 8 nominations,99 min,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,4.6,"16,676","$13,273,595",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5968,Miami Blues,1990,An ex-con's first act of freedom is moving to Miami where he restarts his old criminal ways with even more potency.,George Armitage,"Fred Ward, Alec Baldwin, Jennifer Jason Leigh",2 wins & 2 nominations,97 min,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.4,"10,441","$9,888,167",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5969,My Girl 2,1994,"Vada Sultenfuss must go to LA to stay with her Uncle Phil to do some research on her mother's life, but finds much more.",Howard Zieff,"Dan Aykroyd, Jamie Lee Curtis, Anna Chlumsky",1 win & 2 nominations,99 min,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}]",N/A,5.3,"21,238","$17,359,799",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5970,My Girl,1991,"Vada is obsessed with death. Her mother is dead, and her father runs a funeral parlor. When Vada's father hires Shelly, a makeup expert, and begins to fall in love, Vada is outraged and does everything in her power to split them up.",Howard Zieff,"Anna Chlumsky, Macaulay Culkin, Dan Aykroyd",2 wins & 5 nominations,102 min,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.9,"90,686","$59,489,799",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5975,War and Peace,1956,"Napoleon's tumultuous relations with Russia, including his disastrous 1812 invasion, serve as the backdrop for the tangled personal lives of two aristocratic families.",King Vidor,"Audrey Hepburn, Henry Fonda, Mel Ferrer",Nominated for 3 Oscars. 6 wins & 13 nominations total,208 min,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,6.7,"11,041",N/A,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5979,Attack of the Crab Monsters,1957,"Scientists become trapped on a shrinking island with intelligent, murderous giant crabs.",Roger Corman,"Richard Garland, Pamela Duncan, Russell Johnson",N/A,63 min,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",N/A,4.9,"3,973",N/A,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5980,Black Christmas,1974,"During their Christmas break, a group of sorority girls are stalked by a stranger.",Bob Clark,"Olivia Hussey, Keir Dullea, Margot Kidder",3 wins & 2 nominations,98 min,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.1,"49,228",N/A,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5986,Fat City,1972,"Two men, working as professional boxers, come to blows when their careers each begin to take different directions.",John Huston,"Stacy Keach, Jeff Bridges, Susan Tyrrell",Nominated for 1 Oscar. 4 wins & 4 nominations total,96 min,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.3,"10,634",N/A,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5988,Quicksilver,1986,"Failed stock market whiz kid Jack Casey gets a job on a bike at San Francisco's Quicksilver Speed Delivery, where he befriends entrepreneur Hector Rodriguez and attractive fellow bicycler Terri, then finds an enemy in drug dealer ...",Thomas Michael Donnelly,"Kevin Bacon, Jami Gertz, Paul Rodriguez",N/A,105 min,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,5.7,"5,478","$7,634,909",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5989,Catch Me If You Can,2002,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken",Nominated for 2 Oscars. 16 wins & 46 nominations total,141 min,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,8.1,"1,124,071","$164,615,351",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5990,Pinocchio,2002,"Despite guidance from the Blue Fairy and the love of his father, a wooden puppet's curious spirit leads him into one wild adventure after another.",Roberto Benigni,"Roberto Benigni, Nicoletta Braschi, Carlo Giuffrè",5 wins & 24 nominations,108 min,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '11/100'}]",11,4.3,"8,701","$3,684,305",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5991,Chicago,2002,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.",Rob Marshall,"Renée Zellweger, Catherine Zeta-Jones, Richard Gere",Won 6 Oscars. 59 wins & 129 nominations total,113 min,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.2,"246,539","$170,687,518",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5993,Max,2002,"A film studying the depiction of a friendship between an art dealer named Rothman and his student, Adolf Hitler.",Menno Meyjes,"John Cusack, Noah Taylor, Leelee Sobieski",3 wins & 5 nominations,106 min,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.4,"8,825","$539,879",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5994,Nicholas Nickleby,2002,"A young, compassionate man struggles to save his family and friends from the abusive exploitation of his cold-heartedly grasping uncle.",Douglas McGrath,"Charlie Hunnam, Jamie Bell, Christopher Plummer",1 win & 5 nominations,132 min,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.1,"13,862","$1,587,173",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
5999,Heavy Metal 2000,2000,"After surviving an invasion on her peaceful homeworld, a beautiful avenger must stop a powerful psychopath from gaining immortality and rescue her kidnapped sister.","Michael Coldewey, Michel Lemire","Michael Ironside, Julie Strain, Billy Idol",1 nomination,88 min,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}]",N/A,5.4,"9,521",N/A,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6002,Love Liza,2002,"A depressed widower spends his time huffing gasoline fumes, buying toy planes and acting reckless in public while avoiding reading his wife's suicide note.",Todd Louiso,"Philip Seymour Hoffman, Annie Morgan, Kathy Bates",2 wins & 3 nominations,90 min,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.9,"8,838","$213,137",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6003,Confessions of a Dangerous Mind,2002,"An adaptation of the cult memoir of game show impresario Chuck Barris (Sam Rockwell), in which he purports to have been a C.I.A. hitman.",George Clooney,"Sam Rockwell, Drew Barrymore, George Clooney",7 wins & 12 nominations,113 min,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.0,"92,803","$16,007,718",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6005,Blue Collar Comedy Tour: The Movie,2003,The comedic stylings of four sort-of famous funnymen are brought to the big screen courtesy of this 2002 documentary.,C.B. Harding,"Jeff Foxworthy, Bill Engvall, Ron White",N/A,105 min,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.1,"4,775","$604,856",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6006,Just Married,2003,"A young newlywed couple honeymoon in Europe, where obstacles challenge their ability to sustain the marriage.",Shawn Levy,"Ashton Kutcher, Brittany Murphy, Christian Kane",9 nominations,95 min,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,5.5,"75,202","$56,127,162",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6013,Kangaroo Jack,2003,"Two childhood friends, a hairstylist and a would-be musician, are forced to deliver $50,000 in mob money to Australia, but things go haywire when the cash is taken by a wild kangaroo.",David McNally,"Anthony Anderson, Jerry O'Connell, Estella Warren",1 win & 9 nominations,89 min,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Metacritic', 'Value': '16/100'}]",16,4.5,"34,194","$66,934,963",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6014,National Security,2003,Two mismatched security guards are thrown together to bust a smuggling operation.,Dennis Dugan,"Martin Lawrence, Steve Zahn, Colm Feore",N/A,88 min,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.6,"55,274","$36,381,186",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6020,Alice Adams,1935,A working-class girl is thwarted and embarrassed in her attempts to move up socially by her gauche family and unstable father.,George Stevens,"Katharine Hepburn, Fred MacMurray, Fred Stone",Nominated for 2 Oscars. 1 win & 3 nominations total,99 min,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,6.9,"4,533",N/A,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6022,American Me,1992,"A Mexican-American Mafia kingpin is released from prison, falls in love for the first time, and grows introspective about his gangster lifestyle.",Edward James Olmos,"Edward James Olmos, William Forsythe, Sal Lopez",2 wins & 2 nominations,125 min,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.1,"10,748","$13,086,430",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6027,Dogfight,1991,"Before leaving to fight in Vietnam, a group of teenagers play a game where they try to seduce the ugliest girl they can find.",Nancy Savoca,"River Phoenix, Lili Taylor, Richard Panebianco",1 nomination,94 min,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,7.3,"10,399","$394,631",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6030,Girls! Girls! Girls!,1962,"When he finds out his boss is retiring to Arizona, a sailor has to find a way to buy the Westwind, a boat that he and his father built. He is also caught between two women: insensitive club singer Robin and sweet Laurel.",Norman Taurog,"Elvis Presley, Stella Stevens, Jeremy Slate",2 nominations,106 min,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",N/A,5.6,"3,693","$7,848,000",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6031,Imitation of Life,1959,An aspiring white actress takes in an African American widow whose mixed-race daughter is desperate to be seen as white.,Douglas Sirk,"Lana Turner, John Gavin, Sandra Dee",Nominated for 2 Oscars. 3 wins & 6 nominations total,125 min,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.8,"18,647",N/A,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6033,Mystery Date,1991,Tom's in love with the cute house sitter next door. He's too shy but his older brother visits and helps Tom with the first date. Things don't go as planned.,Jonathan Wacks,"Ethan Hawke, Teri Polo, Brian McNamara",N/A,97 min,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}]",N/A,6.0,"3,399","$6,166,819",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6035,Pépé le Moko,1937,"A wanted gangster is both king and prisoner of the Casbah. He is protected from arrest by his friends, but is torn by his desire for freedom outside. A visiting Parisian beauty may just tempt his fate.",Julien Duvivier,"Jean Gabin, Gabriel Gabrio, Saturnin Fabre",2 wins,94 min,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '98/100'}]",98,7.7,"8,197","$155,895",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6036,Secret Admirer,1985,An anonymous love letter left in Michael Ryan's locker on the last day of school wreaks havoc on his life and the lives of everyone who come in contact with it.,David Greenwalt,"C. Thomas Howell, Lori Loughlin, Kelly Preston",N/A,90 min,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.5,"8,210","$8,622,757",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6040,Darkness Falls,2003,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before.",Jonathan Liebesman,"Chaney Kley, Emma Caulfield Ford, Antony Burrows",1 win & 2 nominations,86 min,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,5.0,"33,910","$32,551,396",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6041,Amen.,2002,During WWII SS officer Kurt Gerstein tries to inform Pope Pius XII about Jews being sent to extermination camps. Young Jesuit priest Riccardo Fontana helps him in the difficult mission to inform the world.,Costa-Gavras,"Ulrich Tukur, Mathieu Kassovitz, Ulrich Mühe",4 wins & 9 nominations,132 min,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.2,"15,104","$274,299",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6044,Blind Date,1984,"Jon Ratcliff goes blind, but doctors can't find anything wrong with his eyes. They fit him with an experimental device that lets him see with computer interface. His path converges with a taxi driver who performs fatal surgery on ...",Nico Mastorakis,"Joseph Bottoms, Kirstie Alley, James Daughton",1 win,103 min,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,"2,213",N/A,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6057,Biker Boyz,2003,A son of the leader of a legendary group of an urban biker gang tries to retain his championship title.,Reggie Rock Bythewood,"Laurence Fishburne, Derek Luke, Orlando Jones",N/A,110 min,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,4.7,"14,281","$22,076,772",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6058,Final Destination 2,2003,Death is stalking Kimberly Corman and multiple survivors of a deadly highway accident.,David R. Ellis,"A.J. Cook, Ali Larter, Tony Todd",4 nominations,90 min,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.2,"186,272","$46,961,214",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6062,Lost in La Mancha,2002,"Terry Gilliam's doomed attempt to get his film, The Man Who Killed Don Quixote (2018), off the ground.","Keith Fulton, Louis Pepe","Terry Gilliam, Johnny Depp, Jeff Bridges",Nominated for 1 BAFTA Award2 wins & 11 nominations total,89 min,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.3,"12,069","$732,393",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6063,May,2002,A socially awkward veterinary assistant with a lazy eye and obsession with perfection descends into depravity after developing a crush on a boy with perfect hands.,Lucky McKee,"Angela Bettis, Jeremy Sisto, Anna Faris",9 wins & 8 nominations,93 min,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.6,"41,488","$150,277",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
6067,Ordinary Decent Criminal,2000,"Brilliant, flamboyant master criminal Michael Lynch is more interested in his image and his posterity than the actual profit from his ill-gotten gains.",Thaddeus O'Sullivan,"Kevin Spacey, Linda Fiorentino, Peter Mullan",N/A,93 min,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}]",N/A,6.3,"14,485",N/A,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
